age,annual_income,employment_length,credit_score,debt_to_income,num_open_accounts,delinquencies_2y,inquiries_6m,loan_amount,loan_term_months,interest_rate,purpose,home_ownership,channel,region,default_12m
25,53500.0,4,737.0,0.357,5,0,1,14940.0,36,0.098,medical,rent,online,wales,0
69,58600.0,8,727.0,0.332,6,0,3,6307.0,36,0.113,education,mortgage,online,wales,0
74,93600.0,10,595.0,0.311,7,1,1,16405.0,36,0.265,small_business,rent,branch,scotland,0
34,62800.0,14,760.0,0.275,3,0,1,7064.0,36,0.088,debt_consolidation,rent,online,midlands,0
55,140900.0,34,748.0,0.222,3,0,0,11817.0,36,0.072,auto,mortgage,branch,ni,0
44,36400.0,13,680.0,0.406,6,0,0,10190.0,36,0.236,vacation,own,online,wales,0
64,27500.0,9,732.0,0.326,9,0,0,11046.0,36,0.099,home_improvement,rent,branch,scotland,0
46,21800.0,4,671.0,0.466,7,0,1,8394.0,60,0.277,vacation,mortgage,branch,north,0
71,64600.0,18,769.0,0.275,5,1,0,15995.0,36,0.078,debt_consolidation,rent,online,midlands,0
47,86100.0,30,602.0,0.238,6,0,1,13647.0,36,0.261,debt_consolidation,mortgage,branch,wales,0
59,29800.0,15,692.0,0.348,2,1,0,8207.0,36,0.198,home_improvement,rent,online,south,0
42,43800.0,12,646.0,0.231,7,1,0,4448.0,36,0.238,vacation,rent,online,scotland,0
43,22600.0,33,655.0,0.137,5,1,2,1000.0,36,0.236,medical,mortgage,online,midlands,0
54,97500.0,2,800.0,0.323,4,0,0,1000.0,36,0.064,education,rent,online,ni,0
32,48900.0,2,767.0,0.105,3,0,1,21713.0,36,0.05,debt_consolidation,rent,online,north,0
57,71300.0,9,679.0,0.129,7,3,0,8760.0,36,0.184,debt_consolidation,rent,online,scotland,0
70,28100.0,2,647.0,0.269,3,0,0,7571.0,36,0.259,vacation,rent,branch,midlands,1
63,50100.0,37,742.0,0.077,5,0,1,24430.0,36,0.082,small_business,mortgage,branch,scotland,0
54,81300.0,13,616.0,0.198,7,1,3,7148.0,60,0.268,debt_consolidation,mortgage,branch,north,0
35,50400.0,32,629.0,0.332,6,0,1,8086.0,36,0.27,education,mortgage,online,north,0
24,20000.0,3,619.0,0.116,10,1,1,15124.0,36,0.255,education,mortgage,online,north,0
44,29300.0,20,699.0,0.222,7,0,0,13787.0,36,0.159,medical,rent,branch,ni,0
58,37400.0,23,686.0,0.201,4,0,2,8769.0,60,0.205,debt_consolidation,mortgage,branch,scotland,0
22,58100.0,32,596.0,0.181,3,0,0,8519.0,60,0.254,small_business,mortgage,branch,midlands,1
23,52300.0,12,638.0,0.245,5,0,0,14379.0,36,0.248,education,own,online,scotland,0
21,71400.0,40,689.0,0.164,3,0,1,17867.0,60,0.209,education,rent,online,south,0
25,42000.0,15,690.0,0.22,3,0,0,5099.0,60,0.196,auto,rent,online,north,0
32,23300.0,20,738.0,0.225,10,0,0,18950.0,36,0.093,debt_consolidation,rent,branch,ni,0
66,74600.0,36,679.0,0.118,3,0,0,15625.0,36,0.199,vacation,rent,online,north,1
31,54200.0,2,695.0,0.056,5,1,0,7850.0,60,0.184,small_business,mortgage,branch,north,1
48,19900.0,37,652.0,0.366,3,0,0,9625.0,60,0.275,small_business,mortgage,online,scotland,0
41,41600.0,2,670.0,0.527,2,0,0,13446.0,36,0.256,medical,mortgage,online,ni,1
61,24000.0,36,778.0,0.112,2,0,0,13965.0,60,0.077,education,mortgage,branch,scotland,1
35,146000.0,36,715.0,0.108,5,0,0,4789.0,36,0.09,vacation,rent,branch,wales,0
55,39600.0,34,729.0,0.381,3,1,1,1199.0,60,0.128,debt_consolidation,rent,branch,north,0
21,45100.0,29,644.0,0.243,5,0,3,16030.0,36,0.244,home_improvement,rent,broker,north,0
51,72900.0,26,561.0,0.359,5,0,0,12968.0,36,0.268,education,rent,branch,ni,0
60,23300.0,33,622.0,0.225,4,2,0,11088.0,60,0.274,small_business,mortgage,online,wales,1
41,62600.0,37,663.0,0.363,5,0,1,18344.0,60,0.275,auto,mortgage,broker,wales,0
32,41700.0,38,756.0,0.377,2,0,1,15456.0,60,0.11,vacation,rent,online,scotland,0
44,55000.0,30,697.0,0.478,6,1,0,6874.0,60,0.198,auto,mortgage,branch,wales,0
73,21600.0,0,658.0,0.186,8,1,0,5509.0,36,0.216,auto,rent,online,ni,0
72,57000.0,12,691.0,0.175,7,1,3,15143.0,36,0.186,auto,mortgage,branch,wales,1
36,21000.0,31,711.0,0.409,4,0,1,20374.0,36,0.146,auto,mortgage,online,ni,0
37,46300.0,27,708.0,0.307,3,0,1,6344.0,36,0.161,small_business,rent,branch,ni,0
49,54200.0,37,750.0,0.187,9,0,0,14337.0,60,0.096,auto,mortgage,online,north,0
49,59000.0,30,705.0,0.168,3,0,1,21785.0,36,0.153,education,rent,online,midlands,0
23,69900.0,19,627.0,0.361,10,2,0,18248.0,36,0.262,debt_consolidation,rent,online,ni,1
29,19400.0,35,587.0,0.439,1,0,0,6202.0,36,0.266,education,mortgage,online,ni,0
40,107100.0,7,616.0,0.277,5,0,0,14112.0,36,0.27,home_improvement,rent,online,north,0
51,40900.0,1,745.0,0.412,6,1,0,23049.0,36,0.104,education,own,branch,ni,0
64,47000.0,20,787.0,0.128,7,1,1,9533.0,36,0.051,auto,own,branch,wales,0
21,73900.0,33,644.0,0.388,7,1,1,13480.0,60,0.292,auto,mortgage,branch,south,0
61,110500.0,18,802.0,0.252,3,0,0,8056.0,36,0.046,debt_consolidation,rent,branch,south,0
67,29800.0,36,703.0,0.438,2,0,0,11402.0,60,0.195,education,own,online,midlands,0
66,45200.0,16,684.0,0.162,4,0,1,5586.0,36,0.19,small_business,rent,branch,ni,1
49,49400.0,3,697.0,0.168,7,0,1,9186.0,36,0.163,medical,mortgage,broker,wales,0
42,89100.0,34,718.0,0.345,5,0,0,22860.0,36,0.139,auto,rent,branch,south,1
24,54100.0,5,646.0,0.436,5,0,1,15575.0,36,0.274,small_business,mortgage,broker,scotland,0
37,136600.0,11,687.0,0.182,5,0,0,13860.0,36,0.185,education,rent,online,north,0
51,66100.0,19,675.0,0.335,5,0,0,4227.0,36,0.223,medical,mortgage,online,wales,0
22,33600.0,38,508.0,0.444,5,0,0,3022.0,36,0.276,home_improvement,rent,online,ni,1
48,33000.0,37,661.0,0.439,7,0,2,9958.0,60,0.279,medical,rent,online,south,1
24,41700.0,10,786.0,0.393,6,0,0,18788.0,36,0.088,auto,mortgage,branch,midlands,0
47,44500.0,28,734.0,0.212,2,0,0,15501.0,60,0.122,home_improvement,rent,online,midlands,0
58,32300.0,22,644.0,0.221,3,1,4,16390.0,36,0.249,small_business,mortgage,online,wales,0
41,51100.0,10,692.0,0.338,4,0,0,6292.0,36,0.184,medical,mortgage,online,wales,0
43,72000.0,32,725.0,0.272,4,2,0,12739.0,60,0.12,education,rent,online,ni,0
44,38300.0,39,651.0,0.333,3,0,1,4517.0,36,0.248,medical,mortgage,broker,south,1
56,75700.0,7,726.0,0.299,6,0,0,11979.0,36,0.116,medical,rent,online,south,0
29,63900.0,33,667.0,0.328,5,1,0,10410.0,36,0.241,small_business,rent,online,south,0
35,55100.0,20,595.0,0.351,3,0,1,16482.0,36,0.278,auto,mortgage,branch,wales,1
44,94500.0,11,674.0,0.129,6,1,0,5290.0,60,0.225,vacation,mortgage,broker,south,1
41,93100.0,20,547.0,0.305,4,0,1,16878.0,60,0.289,education,own,branch,south,0
38,25200.0,28,656.0,0.212,3,0,0,10272.0,36,0.229,education,own,branch,north,0
40,51700.0,17,595.0,0.168,4,0,1,8258.0,36,0.249,vacation,rent,branch,ni,1
30,59900.0,14,755.0,0.331,5,1,3,13088.0,60,0.097,vacation,mortgage,broker,wales,0
48,25900.0,4,558.0,0.401,4,0,1,16337.0,36,0.286,home_improvement,mortgage,branch,ni,0
30,20900.0,23,690.0,0.331,6,0,0,8792.0,36,0.196,home_improvement,rent,branch,ni,0
40,42300.0,16,733.0,0.261,7,0,0,10829.0,36,0.091,education,mortgage,branch,midlands,0
73,27800.0,20,723.0,0.188,6,0,0,7861.0,36,0.092,debt_consolidation,rent,online,wales,0
34,40600.0,14,595.0,0.051,8,0,0,26187.0,60,0.273,medical,rent,online,wales,1
73,24100.0,8,574.0,0.18,2,0,0,9895.0,60,0.29,medical,mortgage,branch,scotland,1
45,63200.0,21,748.0,0.274,4,0,0,16130.0,36,0.085,debt_consolidation,mortgage,online,ni,0
21,25300.0,16,656.0,0.211,3,1,0,14340.0,36,0.242,home_improvement,rent,online,wales,0
41,22100.0,35,649.0,0.386,6,0,0,10368.0,36,0.273,vacation,mortgage,branch,south,0
39,38400.0,21,696.0,0.335,4,1,1,1000.0,36,0.159,home_improvement,rent,branch,north,0
42,46300.0,14,660.0,0.24,4,1,0,16575.0,60,0.291,education,mortgage,branch,north,0
39,26200.0,6,668.0,0.225,6,0,1,14365.0,36,0.234,medical,rent,branch,south,0
63,53600.0,25,647.0,0.445,4,1,2,1000.0,36,0.261,home_improvement,own,online,scotland,0
54,24700.0,38,659.0,0.113,14,1,2,8239.0,60,0.251,auto,own,online,ni,0
62,107400.0,19,513.0,0.393,2,0,1,11608.0,60,0.311,small_business,mortgage,online,wales,0
74,55100.0,8,637.0,0.062,5,0,0,4614.0,60,0.246,auto,mortgage,online,scotland,0
37,56800.0,7,701.0,0.459,4,0,0,9463.0,60,0.199,small_business,mortgage,branch,midlands,0
23,47100.0,16,627.0,0.347,5,1,0,5254.0,36,0.265,debt_consolidation,mortgage,branch,south,0
68,47000.0,24,651.0,0.464,5,0,3,6992.0,36,0.272,medical,mortgage,branch,north,1
62,20400.0,26,739.0,0.287,3,1,0,4505.0,60,0.118,auto,own,online,south,0
52,52400.0,12,625.0,0.286,3,0,0,21347.0,36,0.286,vacation,rent,branch,scotland,0
22,62800.0,7,731.0,0.409,4,0,0,9078.0,60,0.123,education,mortgage,online,wales,0
56,28900.0,2,738.0,0.432,6,1,1,23997.0,36,0.122,debt_consolidation,rent,branch,midlands,0
60,49200.0,13,735.0,0.242,7,0,1,12781.0,36,0.085,small_business,mortgage,branch,scotland,0
34,25500.0,15,725.0,0.374,6,0,0,1000.0,60,0.128,education,rent,online,south,0
62,70000.0,29,618.0,0.146,4,1,0,12857.0,36,0.241,debt_consolidation,mortgage,online,scotland,0
47,46100.0,2,605.0,0.265,2,0,0,18284.0,36,0.273,small_business,mortgage,online,wales,1
56,98800.0,38,746.0,0.157,4,0,0,16135.0,36,0.066,medical,own,online,wales,0
32,69100.0,30,692.0,0.233,4,0,0,13127.0,60,0.192,vacation,mortgage,online,north,0
41,34500.0,15,825.0,0.389,6,1,0,11411.0,36,0.066,medical,rent,online,ni,1
51,50400.0,12,764.0,0.18,5,1,0,10059.0,60,0.076,medical,rent,branch,scotland,0
57,115600.0,37,723.0,0.494,11,0,1,9168.0,60,0.171,home_improvement,rent,branch,midlands,0
56,88200.0,0,696.0,0.068,7,0,2,15640.0,36,0.171,medical,mortgage,online,midlands,0
58,35300.0,11,675.0,0.473,4,0,1,12312.0,60,0.247,home_improvement,rent,broker,scotland,1
53,27200.0,33,693.0,0.474,10,0,4,10811.0,60,0.228,auto,own,online,scotland,1
47,33200.0,24,663.0,0.225,3,0,0,10976.0,36,0.241,education,rent,online,scotland,0
38,29100.0,26,679.0,0.325,8,0,0,6671.0,60,0.228,medical,own,branch,south,0
74,34900.0,35,721.0,0.347,9,1,2,11530.0,60,0.138,home_improvement,mortgage,branch,wales,1
26,195900.0,0,710.0,0.418,3,0,0,5196.0,60,0.176,education,mortgage,broker,scotland,0
32,56600.0,37,701.0,0.226,4,0,0,4714.0,60,0.189,auto,mortgage,branch,scotland,0
66,95400.0,5,587.0,0.347,4,1,0,21036.0,36,0.288,vacation,mortgage,branch,midlands,0
54,27200.0,6,586.0,0.327,2,1,0,12159.0,60,0.292,vacation,rent,online,south,0
64,56600.0,13,620.0,0.191,4,0,2,12718.0,36,0.246,small_business,mortgage,online,scotland,0
42,70600.0,28,552.0,0.198,7,0,1,6792.0,36,0.254,home_improvement,mortgage,online,south,0
34,18700.0,30,603.0,0.302,3,0,2,17749.0,36,0.251,small_business,mortgage,branch,north,0
21,31400.0,40,633.0,0.177,7,0,1,11205.0,60,0.281,vacation,mortgage,branch,ni,0
74,19900.0,26,581.0,0.3,2,0,0,12486.0,36,0.278,vacation,rent,branch,scotland,0
25,22000.0,15,642.0,0.346,10,0,0,8850.0,36,0.258,vacation,mortgage,online,south,0
28,29100.0,31,634.0,0.411,5,0,2,18248.0,36,0.264,debt_consolidation,mortgage,online,north,1
21,64800.0,12,572.0,0.402,6,0,0,1000.0,36,0.282,home_improvement,rent,online,north,1
57,72600.0,20,673.0,0.376,3,0,0,11951.0,36,0.228,small_business,rent,branch,wales,0
39,34500.0,3,595.0,0.621,7,0,2,11649.0,36,0.276,auto,own,branch,north,0
59,26800.0,10,684.0,0.396,4,0,0,3795.0,60,0.23,education,mortgage,online,ni,0
29,95900.0,30,588.0,0.327,6,0,0,15561.0,36,0.283,education,rent,online,scotland,0
26,44200.0,20,637.0,0.381,4,0,0,13734.0,36,0.278,small_business,mortgage,branch,scotland,0
66,39400.0,35,725.0,0.28,1,0,2,20071.0,36,0.141,small_business,mortgage,branch,ni,0
40,110200.0,10,613.0,0.359,3,0,0,4920.0,36,0.277,auto,own,online,south,0
32,39700.0,39,719.0,0.458,6,0,1,16512.0,36,0.135,small_business,mortgage,online,scotland,0
57,23300.0,5,795.0,0.337,4,0,0,7528.0,36,0.07,education,mortgage,branch,ni,0
74,75200.0,6,748.0,0.457,5,0,1,9832.0,36,0.098,medical,mortgage,branch,ni,0
26,34400.0,12,591.0,0.0,8,0,2,9951.0,60,0.252,small_business,rent,online,wales,0
68,20800.0,0,763.0,0.37,2,0,0,1000.0,36,0.073,home_improvement,mortgage,online,north,0
21,73100.0,40,794.0,0.26,2,0,2,14686.0,60,0.067,debt_consolidation,own,branch,ni,0
24,28300.0,35,704.0,0.354,5,1,0,8811.0,36,0.164,medical,mortgage,online,south,1
21,33000.0,6,795.0,0.464,8,0,0,13614.0,60,0.114,auto,own,online,scotland,1
74,60800.0,37,791.0,0.251,4,0,1,19616.0,36,0.085,home_improvement,rent,online,south,0
25,80800.0,5,571.0,0.438,5,1,0,6955.0,36,0.271,education,mortgage,online,ni,0
46,16000.0,22,721.0,0.268,7,1,0,13008.0,36,0.123,vacation,rent,branch,wales,0
55,53500.0,34,715.0,0.258,3,0,0,4456.0,36,0.128,small_business,mortgage,online,ni,0
67,72200.0,23,664.0,0.074,2,1,1,8801.0,60,0.244,small_business,mortgage,branch,south,0
41,87400.0,36,662.0,0.176,7,1,1,18591.0,36,0.222,home_improvement,rent,online,south,0
57,43200.0,28,724.0,0.425,4,0,3,7938.0,60,0.149,vacation,mortgage,branch,midlands,0
60,29700.0,40,850.0,0.539,11,1,1,4419.0,36,0.086,small_business,mortgage,branch,ni,0
71,56000.0,10,671.0,0.291,3,0,0,11484.0,36,0.238,debt_consolidation,own,broker,midlands,0
50,20900.0,1,759.0,0.33,5,0,1,11404.0,60,0.1,home_improvement,mortgage,branch,ni,0
32,89900.0,2,630.0,0.418,9,0,1,1000.0,60,0.271,debt_consolidation,rent,branch,wales,1
56,35300.0,11,728.0,0.442,4,1,0,18750.0,60,0.137,auto,mortgage,online,midlands,1
62,21700.0,20,740.0,0.24,6,0,0,7291.0,60,0.109,medical,rent,branch,midlands,1
40,52100.0,23,598.0,0.334,10,0,3,14033.0,60,0.267,education,rent,online,midlands,0
69,79000.0,26,601.0,0.459,9,0,1,1467.0,36,0.261,home_improvement,mortgage,online,scotland,0
73,60100.0,16,754.0,0.104,7,1,1,15428.0,60,0.081,medical,mortgage,online,scotland,1
69,24300.0,35,728.0,0.247,4,0,0,15066.0,36,0.099,medical,rent,online,wales,0
32,95100.0,9,741.0,0.167,3,0,0,8409.0,60,0.098,vacation,rent,online,ni,0
72,55900.0,13,802.0,0.212,2,0,0,19712.0,60,0.083,auto,rent,broker,wales,0
27,44700.0,27,677.0,0.295,3,0,0,10479.0,60,0.235,vacation,rent,online,north,0
37,41700.0,31,771.0,0.331,4,0,0,11947.0,36,0.078,medical,rent,branch,wales,1
66,76700.0,23,699.0,0.29,6,0,1,13750.0,60,0.201,home_improvement,rent,online,wales,0
63,56500.0,28,645.0,0.188,6,0,1,6795.0,36,0.233,auto,rent,branch,north,0
67,45500.0,2,665.0,0.494,2,1,0,3458.0,60,0.261,small_business,rent,branch,south,0
49,49400.0,33,733.0,0.22,11,0,0,3755.0,60,0.115,medical,mortgage,broker,scotland,0
23,49700.0,39,641.0,0.166,8,0,3,13848.0,60,0.269,medical,own,branch,wales,0
31,46700.0,28,662.0,0.034,6,0,0,12140.0,36,0.203,auto,mortgage,branch,north,0
62,43800.0,14,807.0,0.304,4,0,0,11786.0,60,0.08,auto,rent,branch,north,0
44,49000.0,32,668.0,0.292,2,0,0,1000.0,36,0.216,education,mortgage,online,ni,0
60,91000.0,38,734.0,0.074,4,1,0,14225.0,60,0.114,small_business,mortgage,branch,scotland,0
35,26300.0,4,752.0,0.214,4,0,1,16153.0,60,0.097,home_improvement,mortgage,online,south,1
32,18300.0,36,674.0,0.468,7,1,0,10655.0,36,0.241,vacation,mortgage,online,midlands,0
30,29800.0,3,680.0,0.52,5,0,0,15011.0,60,0.245,home_improvement,rent,online,north,0
41,54300.0,5,641.0,0.407,4,0,0,11124.0,60,0.285,education,mortgage,branch,scotland,0
48,35900.0,2,613.0,0.316,7,0,1,12141.0,36,0.264,auto,rent,branch,midlands,0
59,44700.0,16,739.0,0.247,5,1,0,12017.0,36,0.084,vacation,rent,online,north,0
50,62700.0,23,756.0,0.34,4,0,1,9037.0,60,0.09,home_improvement,mortgage,branch,midlands,0
64,53000.0,18,650.0,0.166,5,1,2,10687.0,36,0.237,debt_consolidation,rent,online,ni,0
26,56200.0,8,784.0,0.321,7,0,0,9536.0,36,0.072,medical,own,broker,ni,0
56,66200.0,35,698.0,0.359,6,1,0,3515.0,60,0.19,home_improvement,mortgage,branch,ni,0
21,57400.0,20,593.0,0.305,3,0,1,15007.0,36,0.257,vacation,mortgage,branch,midlands,0
24,35400.0,32,629.0,0.352,5,0,0,10452.0,36,0.255,small_business,rent,online,south,1
24,35800.0,5,734.0,0.396,3,0,0,13616.0,36,0.109,vacation,mortgage,online,north,0
24,41600.0,12,547.0,0.321,1,0,2,13873.0,36,0.256,auto,mortgage,broker,south,0
48,26000.0,33,725.0,0.362,5,0,1,11334.0,60,0.141,small_business,mortgage,online,ni,0
38,35900.0,31,722.0,0.38,7,0,2,14219.0,36,0.127,medical,rent,online,ni,0
37,26000.0,4,769.0,0.057,2,0,0,12805.0,60,0.085,auto,mortgage,branch,south,0
36,31400.0,32,585.0,0.571,6,2,0,14886.0,36,0.304,education,mortgage,online,wales,0
70,18300.0,10,759.0,0.433,6,1,1,18170.0,36,0.095,debt_consolidation,rent,online,north,1
57,21800.0,10,762.0,0.248,5,0,1,9468.0,36,0.067,home_improvement,rent,online,south,0
63,83000.0,35,623.0,0.045,5,0,1,10862.0,60,0.278,debt_consolidation,mortgage,online,scotland,0
39,20800.0,16,722.0,0.165,4,0,3,11784.0,36,0.113,small_business,mortgage,branch,north,0
38,52900.0,14,694.0,0.39,5,0,0,11075.0,60,0.2,home_improvement,rent,broker,scotland,0
61,57400.0,39,592.0,0.258,7,1,2,5849.0,36,0.244,small_business,mortgage,branch,midlands,1
32,71800.0,12,720.0,0.35,4,0,0,22075.0,36,0.136,medical,rent,broker,midlands,0
50,35900.0,24,678.0,0.406,5,0,1,15632.0,36,0.211,home_improvement,mortgage,online,scotland,1
54,49700.0,30,586.0,0.0,8,0,1,11285.0,36,0.252,auto,rent,online,ni,0
50,40300.0,36,708.0,0.089,6,0,1,14219.0,36,0.118,home_improvement,mortgage,branch,ni,0
59,49100.0,19,678.0,0.377,3,0,0,10314.0,60,0.235,debt_consolidation,rent,online,ni,0
70,51600.0,10,726.0,0.185,7,1,0,13351.0,60,0.121,small_business,rent,branch,midlands,0
58,67700.0,29,713.0,0.367,4,0,0,7612.0,36,0.147,auto,rent,broker,wales,0
38,42900.0,10,651.0,0.256,5,0,1,12321.0,60,0.276,vacation,own,branch,scotland,0
59,33400.0,15,610.0,0.246,7,0,1,7509.0,36,0.269,small_business,rent,online,midlands,1
25,30300.0,6,762.0,0.249,7,1,1,9860.0,60,0.08,vacation,own,branch,south,0
59,25500.0,26,774.0,0.288,2,1,0,12620.0,36,0.056,small_business,mortgage,online,midlands,0
54,43800.0,23,628.0,0.322,3,0,1,7084.0,36,0.265,education,mortgage,online,ni,0
49,59400.0,9,735.0,0.225,3,0,0,9332.0,36,0.103,auto,rent,online,midlands,0
67,36200.0,40,706.0,0.175,9,0,0,16445.0,36,0.154,auto,own,online,north,0
36,56100.0,13,685.0,0.168,5,1,0,10630.0,60,0.198,medical,mortgage,broker,north,0
43,80200.0,34,734.0,0.372,5,0,0,6914.0,60,0.116,education,rent,online,north,0
45,30700.0,20,678.0,0.265,4,0,0,20561.0,60,0.253,vacation,rent,broker,wales,0
62,76200.0,16,850.0,0.276,6,0,1,13500.0,60,0.074,home_improvement,rent,online,wales,1
63,49400.0,0,644.0,0.272,3,1,0,10744.0,36,0.242,auto,rent,online,north,1
42,27600.0,23,706.0,0.212,4,2,0,13703.0,60,0.184,education,mortgage,broker,north,0
64,28800.0,31,562.0,0.644,4,0,0,24612.0,60,0.33,home_improvement,rent,online,wales,1
46,50100.0,22,709.0,0.319,6,1,1,17458.0,60,0.173,home_improvement,mortgage,online,ni,0
59,41800.0,6,625.0,0.248,7,1,0,13710.0,60,0.273,education,rent,broker,north,0
53,60700.0,13,498.0,0.463,5,1,1,3846.0,36,0.292,home_improvement,own,branch,ni,1
32,17000.0,38,666.0,0.401,3,0,0,10217.0,60,0.278,small_business,rent,branch,north,1
56,77100.0,22,721.0,0.603,6,0,1,20653.0,36,0.156,auto,rent,online,wales,0
68,77300.0,19,637.0,0.173,6,0,0,16677.0,60,0.267,small_business,rent,branch,north,1
43,24900.0,40,689.0,0.291,1,0,0,10095.0,36,0.209,debt_consolidation,rent,branch,ni,0
55,31200.0,36,655.0,0.179,4,0,0,9038.0,36,0.231,small_business,rent,branch,south,0
70,115900.0,13,689.0,0.096,4,0,1,24059.0,60,0.199,education,mortgage,branch,scotland,0
53,65600.0,32,532.0,0.377,2,0,2,6377.0,36,0.268,small_business,rent,online,south,0
47,40200.0,2,711.0,0.447,2,0,1,10209.0,36,0.171,medical,rent,branch,ni,0
67,37300.0,19,602.0,0.093,2,0,1,8535.0,36,0.231,small_business,rent,branch,north,0
62,44400.0,8,680.0,0.296,5,0,0,14869.0,36,0.227,medical,mortgage,online,ni,0
26,64600.0,16,678.0,0.144,6,0,0,13758.0,60,0.22,debt_consolidation,rent,branch,south,0
22,38000.0,9,663.0,0.429,5,0,0,14094.0,36,0.268,vacation,mortgage,branch,north,1
68,55500.0,23,731.0,0.344,4,0,0,11090.0,36,0.1,auto,mortgage,online,ni,0
74,32900.0,12,615.0,0.289,6,1,0,3658.0,36,0.251,vacation,rent,online,north,1
61,16100.0,26,652.0,0.27,6,1,0,9261.0,60,0.269,education,rent,branch,midlands,0
65,46700.0,11,838.0,0.285,6,1,1,10367.0,36,0.055,medical,rent,online,north,0
72,33500.0,37,777.0,0.257,4,1,0,10367.0,36,0.08,home_improvement,own,branch,ni,0
34,80100.0,23,721.0,0.404,1,0,1,29930.0,36,0.142,vacation,rent,online,wales,0
48,50900.0,20,709.0,0.306,2,0,1,7914.0,36,0.154,small_business,mortgage,broker,midlands,1
58,61700.0,38,756.0,0.484,1,0,0,8883.0,60,0.114,education,rent,branch,ni,0
43,23100.0,18,651.0,0.268,5,0,0,11432.0,36,0.262,auto,rent,online,south,0
41,64900.0,25,601.0,0.157,4,0,2,16519.0,36,0.256,small_business,mortgage,branch,ni,0
22,18400.0,7,669.0,0.214,9,1,3,4450.0,36,0.217,home_improvement,mortgage,branch,north,0
24,70500.0,26,625.0,0.2,7,1,0,3023.0,36,0.217,home_improvement,rent,branch,north,0
58,48900.0,34,712.0,0.179,5,3,1,10481.0,36,0.12,debt_consolidation,mortgage,branch,ni,0
48,71100.0,7,596.0,0.447,5,0,0,6173.0,60,0.287,education,rent,branch,ni,0
27,96500.0,12,678.0,0.323,3,1,0,14161.0,60,0.233,auto,mortgage,branch,midlands,0
46,79000.0,29,678.0,0.133,4,0,0,21143.0,60,0.23,vacation,mortgage,online,ni,0
71,27600.0,26,756.0,0.148,4,1,1,9774.0,36,0.055,vacation,own,online,north,0
57,25900.0,20,711.0,0.329,3,0,0,8144.0,36,0.137,medical,mortgage,online,north,0
49,51000.0,14,672.0,0.285,5,1,0,10051.0,60,0.234,small_business,mortgage,online,wales,0
52,50200.0,33,625.0,0.308,4,0,0,10128.0,36,0.259,education,mortgage,branch,midlands,0
56,52400.0,21,810.0,0.264,5,0,2,14067.0,36,0.048,auto,mortgage,online,ni,0
71,27100.0,18,686.0,0.331,4,0,2,6218.0,60,0.221,small_business,rent,online,north,0
52,25000.0,28,705.0,0.209,3,0,1,16191.0,36,0.154,auto,mortgage,online,wales,0
47,45100.0,26,681.0,0.426,7,0,0,14522.0,36,0.229,auto,rent,online,wales,1
63,95200.0,12,694.0,0.291,5,0,2,1275.0,36,0.161,debt_consolidation,mortgage,branch,midlands,0
26,27000.0,27,647.0,0.332,10,0,1,1000.0,36,0.239,small_business,own,online,ni,0
61,53200.0,6,772.0,0.294,4,0,0,10875.0,60,0.089,small_business,mortgage,branch,midlands,0
27,55200.0,10,786.0,0.261,1,1,0,11552.0,36,0.063,debt_consolidation,mortgage,online,midlands,1
54,37400.0,8,678.0,0.107,7,1,0,22517.0,60,0.215,small_business,rent,branch,ni,0
71,11100.0,7,758.0,0.249,7,0,2,4382.0,36,0.073,home_improvement,rent,online,ni,1
53,58500.0,30,682.0,0.388,8,0,1,19941.0,60,0.238,vacation,rent,branch,south,0
56,15900.0,13,633.0,0.491,0,0,2,16478.0,36,0.285,home_improvement,rent,online,south,0
26,40800.0,24,703.0,0.448,4,0,1,11942.0,36,0.162,home_improvement,rent,branch,wales,0
62,20500.0,1,799.0,0.269,4,1,0,15678.0,60,0.09,home_improvement,rent,broker,wales,0
57,29500.0,28,731.0,0.101,4,0,0,16540.0,60,0.105,vacation,rent,online,scotland,0
39,70500.0,11,604.0,0.415,5,1,1,12781.0,36,0.27,vacation,mortgage,online,wales,0
56,15500.0,31,761.0,0.245,4,0,0,19326.0,36,0.05,medical,mortgage,branch,midlands,0
38,22200.0,21,735.0,0.224,3,1,1,14489.0,36,0.076,debt_consolidation,mortgage,branch,midlands,0
52,30300.0,19,705.0,0.403,6,0,0,22211.0,60,0.196,medical,mortgage,online,wales,1
29,27600.0,15,748.0,0.186,5,0,0,11245.0,36,0.069,auto,mortgage,branch,ni,0
50,44100.0,21,637.0,0.304,5,0,0,16671.0,60,0.295,small_business,mortgage,online,south,1
44,39800.0,36,705.0,0.078,9,0,0,15521.0,60,0.148,medical,mortgage,online,midlands,0
47,46800.0,8,729.0,0.152,5,0,0,13476.0,36,0.089,vacation,rent,online,wales,0
63,43800.0,10,653.0,0.493,3,0,1,1000.0,36,0.278,medical,rent,branch,ni,1
55,44200.0,27,628.0,0.396,3,0,0,19124.0,36,0.267,auto,rent,branch,ni,0
57,100700.0,3,726.0,0.307,6,1,0,5768.0,60,0.131,small_business,mortgage,online,midlands,1
45,26300.0,1,834.0,0.302,8,0,1,5100.0,36,0.061,home_improvement,rent,online,wales,0
62,49300.0,11,561.0,0.206,8,0,1,7235.0,60,0.282,auto,mortgage,online,midlands,0
42,41000.0,21,663.0,0.358,4,0,2,13748.0,36,0.255,home_improvement,rent,online,south,0
